customer_id,signup_month,transaction_date,corridor,amount,fee_revenue
CUST00157,2024-06-01,2025-02-24,India,459.63,8.76
CUST00158,2024-11-01,2024-11-07,India,394.16,6.94
CUST00158,2024-11-01,2024-11-24,India,175.27,2.83
CUST00158,2024-11-01,2024-12-02,India,191.67,3.11
CUST00158,2024-11-01,2024-12-14,India,128.05,2.37
CUST00158,2024-11-01,2025-03-23,India,303.57,5.25
CUST00158,2024-11-01,2025-04-23,India,430.67,7.98
CUST00158,2024-11-01,2025-05-19,India,396.41,7.57
CUST00159,2024-10-01,2024-10-04,Nigeria,217.14,9.15
CUST00159,2024-10-01,2024-11-03,Nigeria,157.47,6.47
CUST00159,2024-10-01,2024-12-01,Nigeria,181.16,7.12
CUST00159,2024-10-01,2024-12-04,Nigeria,191.09,8.34
CUST00159,2024-10-01,2024-12-12,Nigeria,277.72,10.97
CUST00159,2024-10-01,2024-12-12,Nigeria,266.03,9.62
CUST00159,2024-10-01,2024-12-21,Nigeria,97.36,4.16
CUST00159,2024-10-01,2025-05-26,Nigeria,235.95,9.79
CUST00160,2024-01-01,2024-01-14,India,126.24,2.37
CUST00160,2024-01-01,2024-03-16,India,329.13,5.9
CUST00160,2024-01-01,2024-04-04,India,239.9,4.05
CUST00160,2024-01-01,2024-07-21,India,477.3,7.63
CUST00160,2024-01-01,2024-09-12,India,423.22,7.49
CUST00160,2024-01-01,2025-01-08,India,398.99,6.62
CUST00160,2024-01-01,2025-01-16,India,232.52,4.18
CUST00160,2024-01-01,2025-01-16,India,400.13,6.57
CUST00160,2024-01-01,2025-01-26,India,493.87,9.22
CUST00160,2024-01-01,2025-05-01,India,308.19,5.67
CUST00160,2024-01-01,2025-05-14,India,377.24,6.28
CUST00160,2024-01-01,2025-06-18,India,358.32,6.47
CUST00160,2024-01-01,2025-06-21,India,318.34,5.08
CUST00161,2024-06-01,2024-06-18,India,480.18,7.73
CUST00161,2024-06-01,2024-06-23,India,360.14,6.21
CUST00161,2024-06-01,2024-07-15,India,475.34,8.14
CUST00161,2024-06-01,2024-08-03,India,389.82,6.17
CUST00161,2024-06-01,2024-08-05,India,506.96,8.81
CUST00161,2024-06-01,2024-08-05,India,168.58,3.05
CUST00161,2024-06-01,2024-09-14,India,499.19,9.35
CUST00161,2024-06-01,2024-09-17,India,398.83,6.79
CUST00161,2024-06-01,2025-04-16,India,487.39,8.13
CUST00162,2024-10-01,2024-10-13,Nigeria,145.78,5.53
CUST00162,2024-10-01,2024-12-18,Nigeria,187.65,7.09
CUST00162,2024-10-01,2024-12-21,Nigeria,149.3,5.75
CUST00162,2024-10-01,2024-12-26,Nigeria,175.22,7.64
CUST00162,2024-10-01,2025-01-09,Nigeria,149.55,5.87
CUST00162,2024-10-01,2025-03-08,Nigeria,179.0,7.59
CUST00162,2024-10-01,2025-03-25,Nigeria,233.23,10.18
CUST00162,2024-10-01,2025-06-02,Nigeria,235.19,8.75
CUST00162,2024-10-01,2025-06-17,Nigeria,264.19,11.28
CUST00162,2024-10-01,2025-06-27,Nigeria,198.36,8.64
CUST00163,2024-03-01,2024-03-04,India,289.92,5.14
CUST00163,2024-03-01,2024-06-22,India,441.73,8.07
CUST00163,2024-03-01,2024-09-04,India,460.05,8.53
CUST00163,2024-03-01,2024-09-07,India,444.04,8.19
CUST00163,2024-03-01,2024-09-23,India,194.59,3.14
CUST00163,2024-03-01,2024-10-14,India,468.37,8.09
CUST00163,2024-03-01,2024-10-15,India,559.15,8.98
CUST00163,2024-03-01,2024-12-12,India,303.51,5.19
CUST00163,2024-03-01,2024-12-27,India,450.31,8.18
CUST00163,2024-03-01,2025-01-04,India,550.97,9.52
CUST00163,2024-03-01,2025-03-13,India,535.2,8.9
CUST00163,2024-03-01,2025-06-24,India,440.43,7.59
CUST00164,2024-08-01,2024-08-15,Nigeria,103.35,4.2
CUST00164,2024-08-01,2024-09-04,Nigeria,202.45,7.45
CUST00164,2024-08-01,2025-01-01,Nigeria,186.93,7.61
CUST00164,2024-08-01,2025-01-21,Nigeria,256.28,9.97
CUST00164,2024-08-01,2025-03-09,Nigeria,178.24,7.58
CUST00165,2024-10-01,2024-10-19,India,427.44,7.18
CUST00165,2024-10-01,2024-12-05,India,244.56,4.22
CUST00165,2024-10-01,2024-12-24,India,430.68,6.82
CUST00165,2024-10-01,2025-01-12,India,357.98,6.42
CUST00165,2024-10-01,2025-02-23,India,366.21,6.1
CUST00165,2024-10-01,2025-05-09,India,590.14,9.67
CUST00166,2024-04-01,2024-04-11,Nigeria,239.02,9.9
CUST00166,2024-04-01,2024-04-15,Nigeria,145.36,5.88
CUST00166,2024-04-01,2024-05-01,Nigeria,139.67,6.14
CUST00166,2024-04-01,2024-05-01,Nigeria,234.33,9.6
CUST00166,2024-04-01,2024-05-09,Nigeria,186.4,7.53
CUST00166,2024-04-01,2024-05-19,Nigeria,88.81,3.91
CUST00166,2024-04-01,2024-05-20,Nigeria,110.61,4.46
CUST00166,2024-04-01,2024-05-26,Nigeria,256.87,11.06
CUST00166,2024-04-01,2024-06-07,Nigeria,213.47,9.28
CUST00166,2024-04-01,2024-06-14,Nigeria,20.0,0.82
CUST00166,2024-04-01,2024-07-08,Nigeria,213.92,8.13
CUST00166,2024-04-01,2024-07-13,Nigeria,163.45,7.0
CUST00166,2024-04-01,2024-07-20,Nigeria,212.4,7.85
CUST00166,2024-04-01,2024-07-24,Nigeria,290.89,12.73
CUST00166,2024-04-01,2024-09-10,Nigeria,122.17,4.47
CUST00166,2024-04-01,2024-09-12,Nigeria,48.48,1.94
CUST00166,2024-04-01,2024-09-19,Nigeria,94.67,3.5
CUST00166,2024-04-01,2025-05-21,Nigeria,88.61,3.81
CUST00166,2024-04-01,2025-05-22,Nigeria,148.12,5.39
CUST00166,2024-04-01,2025-06-15,Nigeria,130.55,5.16
CUST00166,2024-04-01,2025-06-24,Nigeria,236.17,9.19
CUST00167,2024-01-01,2024-01-18,India,168.78,2.95
CUST00167,2024-01-01,2024-03-04,India,665.97,12.73
CUST00167,2024-01-01,2024-03-14,India,458.09,7.29
CUST00167,2024-01-01,2024-04-09,India,360.79,6.88
CUST00167,2024-01-01,2024-04-10,India,637.7,10.34
CUST00167,2024-01-01,2024-04-15,India,413.5,6.7
CUST00167,2024-01-01,2024-06-03,India,407.79,7.56
CUST00167,2024-01-01,2024-06-03,India,409.84,6.77
CUST00167,2024-01-01,2024-08-01,India,349.74,5.57
CUST00167,2024-01-01,2024-08-07,India,364.28,6.47
CUST00167,2024-01-01,2024-09-16,India,184.7,2.96
CUST00167,2024-01-01,2024-10-12,India,454.89,8.27
CUST00167,2024-01-01,2025-01-04,India,396.81,6.85
CUST00167,2024-01-01,2025-01-07,India,245.49,3.88
CUST00167,2024-01-01,2025-01-19,India,290.95,4.76
CUST00167,2024-01-01,2025-01-27,India,175.43,2.92
CUST00167,2024-01-01,2025-05-03,India,249.61,3.95
CUST00167,2024-01-01,2025-05-17,India,418.9,8.05
CUST00167,2024-01-01,2025-05-26,India,511.2,9.75
CUST00168,2024-12-01,2024-12-03,Nigeria,210.11,8.46
CUST00168,2024-12-01,2025-02-27,Nigeria,138.27,5.78
CUST00168,2024-12-01,2025-03-12,Nigeria,176.58,7.58
CUST00168,2024-12-01,2025-03-20,Nigeria,129.7,5.15
CUST00169,2024-12-01,2024-12-23,Nigeria,107.24,3.99
CUST00169,2024-12-01,2025-01-02,Nigeria,274.33,10.24
CUST00169,2024-12-01,2025-01-03,Nigeria,194.69,7.42
CUST00169,2024-12-01,2025-01-14,Nigeria,57.14,2.18
CUST00169,2024-12-01,2025-01-25,Nigeria,244.63,8.96
CUST00169,2024-12-01,2025-01-26,Nigeria,186.55,8.01
CUST00169,2024-12-01,2025-02-04,Nigeria,216.55,9.24
CUST00169,2024-12-01,2025-02-18,Nigeria,256.51,10.16
CUST00169,2024-12-01,2025-04-17,Nigeria,272.37,11.08
CUST00169,2024-12-01,2025-04-20,Nigeria,158.25,6.73
CUST00170,2024-07-01,2024-07-02,Nigeria,154.34,6.19
CUST00170,2024-07-01,2024-09-16,Nigeria,255.73,11.03
CUST00170,2024-07-01,2024-11-10,Nigeria,157.72,5.95
CUST00170,2024-07-01,2024-11-19,Nigeria,239.42,10.51
CUST00170,2024-07-01,2024-12-12,Nigeria,114.66,4.93
CUST00170,2024-07-01,2024-12-16,Nigeria,295.41,12.57
CUST00170,2024-07-01,2024-12-17,Nigeria,122.82,5.08
CUST00170,2024-07-01,2025-03-02,Nigeria,162.91,6.1
CUST00170,2024-07-01,2025-04-02,Nigeria,155.63,5.88
CUST00170,2024-07-01,2025-04-19,Nigeria,120.16,4.48
CUST00170,2024-07-01,2025-04-24,Nigeria,153.07,5.81
CUST00170,2024-07-01,2025-05-20,Nigeria,132.99,5.63
CUST00170,2024-07-01,2025-05-21,Nigeria,295.75,12.55
CUST00170,2024-07-01,2025-06-22,Nigeria,176.55,7.49
CUST00171,2024-03-01,2024-03-07,India,311.18,5.59
CUST00171,2024-03-01,2024-03-14,India,383.73,7.23
CUST00171,2024-03-01,2024-04-20,India,360.59,5.72
CUST00171,2024-03-01,2024-08-01,India,310.79,4.91
CUST00171,2024-03-01,2024-08-13,India,401.34,7.17
CUST00171,2024-03-01,2024-08-14,India,521.24,9.59
CUST00171,2024-03-01,2024-08-24,India,383.69,6.07
CUST00171,2024-03-01,2024-12-25,India,306.41,5.78
CUST00171,2024-03-01,2025-02-04,India,324.84,5.12
CUST00171,2024-03-01,2025-05-21,India,290.48,4.64
CUST00172,2024-06-01,2024-06-07,Nigeria,60.0,2.22
CUST00172,2024-06-01,2024-06-24,Nigeria,200.44,7.37
CUST00172,2024-06-01,2024-07-12,Nigeria,206.48,8.89
CUST00172,2024-06-01,2024-07-24,Nigeria,304.6,10.99
CUST00172,2024-06-01,2024-07-26,Nigeria,222.55,8.24
CUST00172,2024-06-01,2024-09-21,Nigeria,222.91,8.03
CUST00172,2024-06-01,2024-09-24,Nigeria,156.4,6.7
CUST00172,2024-06-01,2024-10-10,Nigeria,145.66,5.81
CUST00172,2024-06-01,2024-10-20,Nigeria,144.09,5.61
CUST00172,2024-06-01,2024-10-22,Nigeria,129.58,4.94
CUST00172,2024-06-01,2024-10-27,Nigeria,211.92,8.33
CUST00172,2024-06-01,2025-01-14,Nigeria,232.98,9.96
CUST00173,2024-06-01,2024-06-21,India,441.99,7.66
CUST00173,2024-06-01,2024-08-02,India,342.29,6.4
CUST00173,2024-06-01,2024-09-20,India,490.71,8.53
CUST00173,2024-06-01,2024-11-21,India,435.76,7.97
CUST00173,2024-06-01,2025-01-07,India,371.55,5.86
CUST00173,2024-06-01,2025-01-22,India,415.88,7.85
CUST00173,2024-06-01,2025-01-24,India,383.64,6.14
CUST00173,2024-06-01,2025-05-01,India,470.34,8.8
CUST00173,2024-06-01,2025-05-09,India,340.0,5.67
CUST00173,2024-06-01,2025-05-09,India,552.04,10.35
CUST00174,2024-10-01,2024-10-02,Nigeria,68.42,2.77
CUST00174,2024-10-01,2024-11-24,Nigeria,196.3,8.44
CUST00174,2024-10-01,2024-12-02,Nigeria,275.45,10.35
CUST00174,2024-10-01,2024-12-21,Nigeria,266.21,9.63
CUST00174,2024-10-01,2025-01-03,Nigeria,254.57,10.69
CUST00174,2024-10-01,2025-01-15,Nigeria,167.64,6.89
CUST00174,2024-10-01,2025-01-23,Nigeria,223.63,8.77
CUST00174,2024-10-01,2025-02-22,Nigeria,290.88,12.64
CUST00174,2024-10-01,2025-03-18,Nigeria,239.44,8.75
CUST00174,2024-10-01,2025-03-18,Nigeria,165.02,6.52
CUST00174,2024-10-01,2025-03-22,Nigeria,238.76,8.96
CUST00174,2024-10-01,2025-05-21,Nigeria,155.72,6.15
CUST00174,2024-10-01,2025-05-24,Nigeria,167.96,6.89
CUST00174,2024-10-01,2025-06-03,Nigeria,108.66,4.07
CUST00174,2024-10-01,2025-06-10,Nigeria,206.51,8.92
CUST00174,2024-10-01,2025-06-26,Nigeria,119.57,4.56
CUST00175,2024-06-01,2024-06-02,India,586.84,10.8
CUST00175,2024-06-01,2024-07-20,India,451.52,7.49
CUST00175,2024-06-01,2024-08-06,India,339.06,5.74
CUST00175,2024-06-01,2024-08-20,India,417.44,7.08
CUST00175,2024-06-01,2024-10-02,India,418.3,7.51
CUST00175,2024-06-01,2025-05-26,India,367.37,6.62
CUST00176,2024-05-01,2024-05-17,India,223.48,3.85
CUST00176,2024-05-01,2024-07-15,India,560.46,10.47
CUST00176,2024-05-01,2024-08-13,India,174.07,2.81
CUST00176,2024-05-01,2024-08-14,India,392.4,6.65
CUST00176,2024-05-01,2024-09-09,India,330.75,5.98
CUST00176,2024-05-01,2024-11-04,India,387.75,6.93
CUST00176,2024-05-01,2024-11-05,India,524.76,8.4
CUST00176,2024-05-01,2025-04-17,India,371.49,7.05
CUST00177,2024-05-01,2024-05-03,India,515.81,9.01
CUST00177,2024-05-01,2024-05-07,India,524.33,9.19
CUST00177,2024-05-01,2024-05-14,India,388.06,6.78
CUST00177,2024-05-01,2024-05-15,India,444.7,7.52
CUST00177,2024-05-01,2024-05-15,India,610.57,9.77
CUST00177,2024-05-01,2024-05-16,India,295.1,4.99
CUST00177,2024-05-01,2024-05-18,India,345.19,5.89
CUST00177,2024-05-01,2024-06-12,India,304.19,5.13
CUST00177,2024-05-01,2024-08-04,India,316.76,5.1
CUST00177,2024-05-01,2024-08-04,India,413.66,6.71
CUST00177,2024-05-01,2024-12-01,India,180.71,3.2
CUST00177,2024-05-01,2024-12-21,India,301.69,5.32
CUST00177,2024-05-01,2025-04-20,India,482.95,8.36
CUST00178,2024-12-01,2024-12-09,Nigeria,191.23,7.39
CUST00178,2024-12-01,2025-01-03,Nigeria,156.15,5.99
CUST00178,2024-12-01,2025-01-04,Nigeria,96.93,3.95
CUST00178,2024-12-01,2025-01-19,Nigeria,203.31,7.67
CUST00178,2024-12-01,2025-02-17,Nigeria,67.02,2.94
CUST00178,2024-12-01,2025-03-12,Nigeria,213.77,8.7
CUST00178,2024-12-01,2025-03-18,Nigeria,88.58,3.49
CUST00178,2024-12-01,2025-04-04,Nigeria,187.43,8.03
CUST00178,2024-12-01,2025-04-20,Nigeria,171.1,6.61
CUST00178,2024-12-01,2025-05-23,Nigeria,186.26,6.99
CUST00178,2024-12-01,2025-06-08,Nigeria,144.71,5.53
CUST00178,2024-12-01,2025-06-18,Nigeria,155.21,5.72
CUST00178,2024-12-01,2025-06-19,Nigeria,191.56,7.07
CUST00179,2024-04-01,2024-04-01,Nigeria,188.5,7.3
CUST00179,2024-04-01,2024-05-07,Nigeria,238.5,10.39
CUST00179,2024-04-01,2024-07-05,Nigeria,154.63,5.65
CUST00179,2024-04-01,2024-08-06,Nigeria,216.83,9.15
CUST00179,2024-04-01,2024-08-10,Nigeria,179.73,7.04
CUST00179,2024-04-01,2024-09-20,Nigeria,187.84,6.99
CUST00179,2024-04-01,2024-09-24,Nigeria,147.54,6.27
CUST00179,2024-04-01,2024-10-01,Nigeria,213.96,8.15
CUST00179,2024-04-01,2024-10-07,Nigeria,288.93,12.13
CUST00179,2024-04-01,2024-10-17,Nigeria,197.03,7.12
CUST00179,2024-04-01,2024-10-25,Nigeria,193.85,8.38
CUST00179,2024-04-01,2024-10-25,Nigeria,20.0,0.79
CUST00179,2024-04-01,2025-04-14,Nigeria,176.4,6.68
CUST00180,2024-04-01,2024-04-04,India,319.46,5.68
CUST00180,2024-04-01,2024-06-12,India,320.02,5.2
CUST00180,2024-04-01,2024-08-01,India,517.85,9.34
CUST00180,2024-04-01,2024-08-10,India,482.91,8.38
CUST00180,2024-04-01,2024-08-25,India,234.08,4.15
CUST00180,2024-04-01,2024-11-08,India,386.77,6.34
CUST00180,2024-04-01,2024-12-05,India,241.91,4.4
CUST00180,2024-04-01,2024-12-16,India,410.7,7.66
CUST00180,2024-04-01,2024-12-18,India,553.53,9.62
CUST00181,2024-03-01,2024-03-18,Nigeria,210.12,8.24
CUST00181,2024-03-01,2024-03-19,Nigeria,248.83,9.86
CUST00181,2024-03-01,2024-03-26,Nigeria,168.39,6.36
CUST00181,2024-03-01,2024-03-27,Nigeria,133.53,5.02
CUST00181,2024-03-01,2024-05-02,Nigeria,296.26,10.82
CUST00181,2024-03-01,2024-05-16,Nigeria,183.57,7.35
CUST00181,2024-03-01,2024-07-02,Nigeria,155.92,5.78
CUST00181,2024-03-01,2024-07-23,Nigeria,165.45,6.79
CUST00181,2024-03-01,2024-09-05,Nigeria,210.17,8.67
CUST00181,2024-03-01,2024-09-22,Nigeria,81.32,2.98
CUST00181,2024-03-01,2024-10-27,Nigeria,167.43,6.72
CUST00181,2024-03-01,2024-12-04,Nigeria,55.77,2.01
CUST00181,2024-03-01,2024-12-18,Nigeria,112.63,4.35
CUST00181,2024-03-01,2024-12-22,Nigeria,152.15,6.57
CUST00181,2024-03-01,2025-02-13,Nigeria,135.19,5.58
CUST00181,2024-03-01,2025-02-13,Nigeria,158.21,5.8
CUST00181,2024-03-01,2025-05-05,Nigeria,167.01,6.92
CUST00182,2024-04-01,2024-04-19,India,496.26,8.83
CUST00182,2024-04-01,2024-05-06,India,209.88,3.49
CUST00182,2024-04-01,2024-06-14,India,345.0,6.6
CUST00182,2024-04-01,2024-06-26,India,445.26,7.22
CUST00182,2024-04-01,2024-09-27,India,275.1,4.49
CUST00182,2024-04-01,2024-10-05,India,398.64,6.57
CUST00182,2024-04-01,2024-10-19,India,429.36,7.72
CUST00182,2024-04-01,2024-10-24,India,624.09,10.34
CUST00182,2024-04-01,2024-11-25,India,355.16,6.56
CUST00182,2024-04-01,2025-05-17,India,324.56,5.85
CUST00182,2024-04-01,2025-05-24,India,413.05,7.53
CUST00182,2024-04-01,2025-05-27,India,167.8,2.8
CUST00183,2024-02-01,2024-02-05,India,437.64,7.22
CUST00183,2024-02-01,2024-02-10,India,676.53,10.84
CUST00183,2024-02-01,2024-02-11,India,176.67,2.84
CUST00183,2024-02-01,2024-02-19,India,317.35,5.54
CUST00183,2024-02-01,2024-03-10,India,473.59,7.6
CUST00183,2024-02-01,2024-03-13,India,248.29,4.51
CUST00183,2024-02-01,2024-06-03,India,181.79,3.12
CUST00183,2024-02-01,2024-09-10,India,198.69,3.55
CUST00183,2024-02-01,2024-09-11,India,384.12,7.07
CUST00183,2024-02-01,2024-11-08,India,369.61,6.79
CUST00183,2024-02-01,2024-11-15,India,340.73,5.62
CUST00183,2024-02-01,2024-11-26,India,327.31,5.66
CUST00183,2024-02-01,2025-03-09,India,387.77,6.45
CUST00183,2024-02-01,2025-03-10,India,543.32,9.93
CUST00183,2024-02-01,2025-04-19,India,175.45,3.23
CUST00183,2024-02-01,2025-06-08,India,370.02,5.89
CUST00184,2024-03-01,2024-03-07,Nigeria,217.11,8.03
CUST00184,2024-03-01,2024-05-25,Nigeria,299.14,12.24
CUST00184,2024-03-01,2024-07-03,Nigeria,218.21,8.83
CUST00184,2024-03-01,2024-07-17,Nigeria,73.69,2.78
CUST00184,2024-03-01,2025-03-06,Nigeria,167.25,6.05
CUST00184,2024-03-01,2025-03-14,Nigeria,159.28,6.69
CUST00184,2024-03-01,2025-04-03,Nigeria,157.6,5.9
CUST00184,2024-03-01,2025-04-05,Nigeria,193.94,7.63
CUST00184,2024-03-01,2025-04-08,Nigeria,44.32,1.85
CUST00184,2024-03-01,2025-04-17,Nigeria,201.37,8.19
CUST00184,2024-03-01,2025-04-20,Nigeria,150.03,6.52
CUST00184,2024-03-01,2025-04-21,Nigeria,79.55,3.48
CUST00184,2024-03-01,2025-05-05,Nigeria,103.98,3.86
CUST00184,2024-03-01,2025-05-22,Nigeria,209.54,9.05
CUST00184,2024-03-01,2025-06-15,Nigeria,246.59,9.73
CUST00185,2024-03-01,2024-03-01,India,453.88,7.59
CUST00185,2024-03-01,2024-03-22,India,510.66,9.75
CUST00185,2024-03-01,2024-04-01,India,289.71,4.62
CUST00185,2024-03-01,2024-08-06,India,455.71,7.34
CUST00185,2024-03-01,2024-09-14,India,550.0,10.51
CUST00185,2024-03-01,2024-09-17,India,334.55,5.99
CUST00185,2024-03-01,2024-10-15,India,221.43,3.64
CUST00185,2024-03-01,2024-12-23,India,242.11,4.28
CUST00185,2024-03-01,2025-01-09,India,450.08,7.33
CUST00185,2024-03-01,2025-01-17,India,607.25,10.78
CUST00185,2024-03-01,2025-01-18,India,386.56,6.82
CUST00185,2024-03-01,2025-05-06,India,440.31,7.66
CUST00185,2024-03-01,2025-06-19,India,525.45,8.53
CUST00185,2024-03-01,2025-06-24,India,300.71,4.92
CUST00186,2024-07-01,2024-07-11,India,619.97,11.21
CUST00186,2024-07-01,2024-07-15,India,253.47,4.26
CUST00186,2024-07-01,2024-07-26,India,518.35,9.92
CUST00186,2024-07-01,2024-08-10,India,398.25,6.47
CUST00186,2024-07-01,2024-08-10,India,574.16,10.02
CUST00186,2024-07-01,2024-08-17,India,349.49,6.31
CUST00186,2024-07-01,2024-08-27,India,300.1,4.84
CUST00186,2024-07-01,2024-09-05,India,424.63,6.91
CUST00186,2024-07-01,2024-09-09,India,342.46,6.43
CUST00186,2024-07-01,2024-10-12,India,289.78,5.34
CUST00186,2024-07-01,2024-10-13,India,386.05,6.37
CUST00186,2024-07-01,2024-10-19,India,463.18,8.4
CUST00186,2024-07-01,2024-10-26,India,188.36,3.3
CUST00186,2024-07-01,2024-11-19,India,462.94,8.72
CUST00186,2024-07-01,2024-11-23,India,156.69,2.76
CUST00186,2024-07-01,2024-12-22,India,386.14,7.3
CUST00186,2024-07-01,2024-12-25,India,291.48,5.28
CUST00186,2024-07-01,2025-01-09,India,443.19,7.87
CUST00186,2024-07-01,2025-02-21,India,486.5,8.19
CUST00186,2024-07-01,2025-04-15,India,322.57,5.15
CUST00186,2024-07-01,2025-04-23,India,441.88,7.87
CUST00187,2024-10-01,2024-10-14,Nigeria,199.76,8.34
CUST00187,2024-10-01,2024-11-17,Nigeria,124.86,5.22
CUST00187,2024-10-01,2024-12-08,Nigeria,225.47,8.33
CUST00187,2024-10-01,2025-01-01,Nigeria,163.57,6.39
CUST00187,2024-10-01,2025-01-02,Nigeria,179.39,7.28
CUST00187,2024-10-01,2025-01-16,Nigeria,196.9,7.12
CUST00188,2024-07-01,2024-07-15,India,441.36,7.59
CUST00188,2024-07-01,2024-08-07,India,329.7,5.82
CUST00188,2024-07-01,2024-09-09,India,176.0,2.8
CUST00188,2024-07-01,2024-09-10,India,359.22,6.03
CUST00188,2024-07-01,2024-09-17,India,295.91,5.41
CUST00188,2024-07-01,2024-09-22,India,189.45,3.57
CUST00188,2024-07-01,2024-09-23,India,327.48,5.45
CUST00188,2024-07-01,2024-10-01,India,408.65,7.84
CUST00188,2024-07-01,2024-10-08,India,538.29,9.28
CUST00188,2024-07-01,2024-10-14,India,227.14,3.7
CUST00188,2024-07-01,2024-12-19,India,188.95,3.0
CUST00188,2024-07-01,2025-02-04,India,453.53,8.27
CUST00188,2024-07-01,2025-04-08,India,268.77,5.04
CUST00188,2024-07-01,2025-05-08,India,375.45,6.14
CUST00188,2024-07-01,2025-05-10,India,581.56,10.57
CUST00188,2024-07-01,2025-05-15,India,388.9,6.53
CUST00189,2024-12-01,2024-12-22,India,193.81,3.22
CUST00189,2024-12-01,2025-04-16,India,459.59,7.77
CUST00190,2024-10-01,2024-10-01,Nigeria,157.23,6.39
CUST00190,2024-10-01,2024-10-07,Nigeria,172.21,6.32
CUST00190,2024-10-01,2024-10-13,Nigeria,99.21,4.09
CUST00190,2024-10-01,2024-11-03,Nigeria,197.8,7.23
CUST00190,2024-10-01,2025-01-23,Nigeria,248.85,9.01
CUST00190,2024-10-01,2025-02-07,Nigeria,54.3,2.37
CUST00190,2024-10-01,2025-02-11,Nigeria,65.09,2.38
CUST00190,2024-10-01,2025-02-27,Nigeria,158.31,5.84
CUST00191,2024-02-01,2024-02-04,India,309.83,4.97
CUST00191,2024-02-01,2024-03-06,India,167.93,3.18
CUST00191,2024-02-01,2024-04-26,India,545.6,9.62
CUST00191,2024-02-01,2024-04-26,India,404.08,6.63
CUST00191,2024-02-01,2024-05-19,India,484.97,8.13
CUST00191,2024-02-01,2024-05-22,India,461.67,8.5
CUST00191,2024-02-01,2024-06-06,India,490.88,9.22
CUST00191,2024-02-01,2024-09-11,India,153.35,2.61
CUST00191,2024-02-01,2024-09-15,India,583.63,10.93
CUST00191,2024-02-01,2025-01-19,India,506.75,8.24
CUST00191,2024-02-01,2025-01-26,India,618.8,10.25
CUST00191,2024-02-01,2025-06-19,India,427.7,8.14
CUST00192,2024-06-01,2024-06-04,Nigeria,235.43,9.55
CUST00192,2024-06-01,2024-06-18,Nigeria,171.45,6.49
CUST00192,2024-06-01,2024-07-04,Nigeria,191.84,8.4
CUST00192,2024-06-01,2024-07-10,Nigeria,209.2,7.93
CUST00192,2024-06-01,2024-10-08,Nigeria,143.82,5.69
CUST00192,2024-06-01,2024-10-11,Nigeria,122.85,4.68
CUST00192,2024-06-01,2024-10-16,Nigeria,158.29,6.34
CUST00192,2024-06-01,2024-11-20,Nigeria,139.1,5.05
CUST00192,2024-06-01,2024-12-04,Nigeria,211.44,7.65
CUST00192,2024-06-01,2025-04-24,Nigeria,185.56,7.3
CUST00193,2024-08-01,2024-08-06,Nigeria,99.74,4.04
CUST00193,2024-08-01,2024-11-18,Nigeria,216.73,9.44
CUST00193,2024-08-01,2025-02-04,Nigeria,213.28,7.92
CUST00193,2024-08-01,2025-02-10,Nigeria,90.76,3.66
CUST00193,2024-08-01,2025-02-14,Nigeria,127.34,5.06
CUST00193,2024-08-01,2025-02-16,Nigeria,185.23,7.58
CUST00193,2024-08-01,2025-05-19,Nigeria,174.29,7.51
CUST00194,2024-01-01,2024-01-04,Nigeria,95.28,3.68
CUST00194,2024-01-01,2024-01-06,Nigeria,66.48,2.57
CUST00194,2024-01-01,2024-03-17,Nigeria,176.27,6.6
CUST00194,2024-01-01,2024-08-08,Nigeria,245.85,9.96
CUST00194,2024-01-01,2024-09-16,Nigeria,109.68,4.27
CUST00194,2024-01-01,2024-11-15,Nigeria,117.64,4.59
CUST00194,2024-01-01,2024-11-18,Nigeria,127.9,4.99
CUST00194,2024-01-01,2024-12-06,Nigeria,239.75,10.14
CUST00194,2024-01-01,2025-03-06,Nigeria,322.11,13.23
CUST00195,2024-07-01,2024-07-20,Nigeria,202.45,8.35
CUST00195,2024-07-01,2024-08-01,Nigeria,222.12,9.66
CUST00195,2024-07-01,2024-09-09,Nigeria,107.38,4.27
CUST00195,2024-07-01,2024-09-26,Nigeria,265.69,10.77
CUST00195,2024-07-01,2024-10-04,Nigeria,175.13,6.41
CUST00195,2024-07-01,2024-10-09,Nigeria,213.69,8.87
CUST00195,2024-07-01,2024-10-27,Nigeria,230.12,9.58
CUST00195,2024-07-01,2024-10-27,Nigeria,151.97,5.94
CUST00195,2024-07-01,2024-12-10,Nigeria,190.97,7.47
CUST00195,2024-07-01,2025-02-10,Nigeria,68.78,2.59
CUST00195,2024-07-01,2025-02-21,Nigeria,224.26,9.54
CUST00195,2024-07-01,2025-02-25,Nigeria,132.63,5.72
CUST00195,2024-07-01,2025-03-06,Nigeria,172.61,6.24
CUST00195,2024-07-01,2025-03-07,Nigeria,323.65,11.82
CUST00195,2024-07-01,2025-04-03,Nigeria,127.01,4.92
CUST00195,2024-07-01,2025-04-16,Nigeria,173.23,6.97
CUST00195,2024-07-01,2025-04-18,Nigeria,249.58,10.04
CUST00196,2024-05-01,2024-05-02,Nigeria,204.63,7.38
CUST00196,2024-05-01,2024-05-04,Nigeria,164.8,6.69
CUST00196,2024-05-01,2024-07-09,Nigeria,135.49,4.91
CUST00196,2024-05-01,2024-07-14,Nigeria,148.62,5.88
CUST00196,2024-05-01,2024-07-19,Nigeria,226.15,9.85
